,diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
27339,154,Peritonitis,9,Other Administrators,16,16.64369,96.13252,54.94815,156.1132,17.61129,90.85082,51.92919,147.5361
18562,105,Other cerebrovascular disease,106,Case & Box Makers,15,15.60379,96.13046,53.80358,158.5525,15.93117,94.15502,52.69794,155.2943
28749,161,Renal failure,169,"Builders, Building Contractors",30,31.20786,96.12963,64.85835,137.2311,32.11902,93.40261,63.01843,133.3381
2000,12,Cancer of oesophagus,10,Teachers in Higher Education,61,63.46053,96.12274,73.52634,123.4738,59.24011,102.9708,78.76453,132.2703
9087,52,Non-Hodgkin's lymphoma,38,Production and maintenance managers,137,142.5309,96.11948,80.69096,113.6325,111.2872,123.1049,103.3449,145.5347
9578,54,Myeloma,184,Other motor drivers,20,20.80746,96.11938,58.71212,148.4487,23.2299,86.09594,52.58955,132.9683
41176,999,Unspecified Group,94,Compositors,58,60.34349,96.11641,72.98517,124.2527,60.33998,96.122,72.98941,124.2599
24948,140,Oesophageal disease,169,"Builders, Building Contractors",6,6.242826,96.11032,35.27089,209.1921,6.509604,92.1715,33.82541,200.619
3220,18,Cancer of the gall bladder,160,Painters & Decorators,11,11.44559,96.1069,47.97656,171.9614,12.0503,91.28402,45.56898,163.332
18751,106,Aortic aneurysm,115,Metal Drawers,9,9.365463,96.09776,43.9423,182.4234,9.191159,97.92019,44.77564,185.883
22074,124,Chronic bronchitis and emphysema,191,Dockers and Goods Porters,422,439.1544,96.09377,87.14274,105.7144,343.3848,122.8942,111.4467,135.198
24444,138,Pulmonary fibrosis,10,Teachers in Higher Education,6,6.243963,96.09282,35.26446,209.154,6.033655,99.44221,36.49363,216.4443
20938,118,Pneumoccal and unspecified lobar pneumonia,132,Production fitters,59,61.40991,96.0757,73.13722,128.8159,61.13683,96.50484,73.46391,129.3912
27871,156,Cirrhosis (not specified as biliary),197,Other Transport and Machine Operatives,15,15.61413,96.06686,53.76798,158.4475,17.74834,84.51492,47.30244,139.3944
19173,108,Peripheral valve disease,186,Mechanical Plant Drivers & Operatives (earth moving & civil,11,11.45323,96.04276,47.94455,171.8467,11.21446,98.08765,48.96535,175.5056
2082,12,Cancer of oesophagus,97,Printers,77,80.17302,96.04228,75.79507,120.0364,77.4973,99.3583,78.41203,124.1808
28719,161,Renal failure,129,"Tool Makers, Tool Fitters & Markers-Out",16,16.65971,96.04012,54.89533,155.9631,17.28421,92.57001,52.91186,150.3279
18629,105,Other cerebrovascular disease,185,Bus Conductors and Drivers' Mates,68,70.80533,96.03796,74.57729,121.751,69.58855,97.71722,75.8813,123.8799
2242,13,Cancer of the stomach,71,Weavers,14,14.57974,96.02364,52.49681,161.1112,13.6072,102.8867,56.24888,172.6262
9089,52,Non-Hodgkin's lymphoma,40,"Managers in Transport, Mining and Energy Industries",88,91.65139,96.016,77.00767,118.2944,70.9986,123.9461,99.40844,152.7051
10444,59,Chronic myeloid leukaemia,137,"Electricians, Electrical Maintenance Fitters",9,9.373625,96.01408,43.90404,182.2646,9.043392,99.52018,45.50726,188.9203
19014,108,Peripheral valve disease,10,Teachers in Higher Education,15,15.62298,96.01244,53.73752,158.3578,21.23991,70.62177,39.52654,116.4798
6914,39,Cancer of the prostate,37,Other Technicians,125,130.1938,96.01068,79.90923,114.3967,104.3778,119.7573,99.67338,142.6907
9396,53,Hodgkin's disease,183,Lorry drivers,14,14.58457,95.99184,52.47943,161.0579,14.61312,95.80429,52.37689,160.7432
41245,999,Unspecified Group,176,Mine (excluding coal) & Quarry Workers,75,78.13198,95.99142,75.5034,120.326,79.235,94.65514,74.45232,118.651
2542,15,Cancer of the colon,9,Other Administrators,809,842.8387,95.98515,89.48427,102.8336,710.0949,113.9284,106.2123,122.0571
2866,16,Cancer of the rectum,169,"Builders, Building Contractors",120,125.0251,95.98077,79.5676,114.7741,124.4465,96.42696,79.9375,115.3077
41140,999,Unspecified Group,54,"Postal Workers, Mail Sorters",594,618.8915,95.97806,88.41393,104.0163,627.6004,94.64621,87.18704,102.5729
16270,92,Ischaemic heart disease,179,Shunters & points operatives,91,94.83279,95.95837,77.25967,117.8156,95.06499,95.72399,77.07096,117.5278
21981,124,Chronic bronchitis and emphysema,81,Paper cutters,14,14.59032,95.95399,52.45874,160.9944,13.41929,104.3274,57.03655,175.0435
2689,15,Cancer of the colon,173,"Mains & Service Pipe Layers, Pipe Jointers",20,20.84445,95.94879,58.60792,148.1852,23.36431,85.60065,52.28702,132.2034
4020,23,Cancer of the larynx,39,Managers in Construction,8,8.338405,95.9416,41.42039,189.0434,9.445478,84.69662,36.56565,166.8862
18771,106,Aortic aneurysm,139,Telephone Fitters,57,59.4124,95.93956,72.66361,124.3008,58.33406,97.71307,74.00684,126.5986
16321,93,Pulmonary embolism and phlebitis,32,Laboratory Technicians,16,16.67752,95.9375,54.83668,155.7965,17.09135,93.61459,53.50893,152.0242
2026,12,Cancer of oesophagus,36,Seafarers,66,68.80587,95.92205,74.18612,122.0364,70.33642,93.83474,72.57179,119.3808
3672,21,Cancer of the peritoneum,53,Office Workers and Cashiers,8,8.340602,95.91634,41.40948,188.9935,8.796305,90.94728,39.26421,179.2025
22011,124,Chronic bronchitis and emphysema,117,Electroplater,32,33.36953,95.89586,65.59277,135.3765,30.69111,104.2647,71.31707,147.1908
2041,12,Cancer of oesophagus,51,"Launderers, Dry Cleaners, Pressers",8,8.342505,95.89446,41.40004,188.9505,8.952248,89.36303,38.58025,176.0809
4218,24,Cancer of the bronchus,56,Roundsmen/women & Van Salespersons,236,246.1399,95.88042,84.03467,108.9264,228.1332,103.4483,90.66759,117.524
7661,43,Urothelial cancer,60,Other Service Personnel,228,237.8399,95.8628,83.82004,109.148,265.9202,85.74,74.96892,97.62236
21968,124,Chronic bronchitis and emphysema,68,Leather & shoe workers,123,128.311,95.86082,79.6602,114.38,118.1766,104.0816,86.49163,124.1889
40501,226,Suicide,149,Welding Trades,15,15.64806,95.85856,53.6514,158.104,17.02554,88.10291,49.31062,145.3123
25316,142,Duodenal ulcer,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",9,9.388975,95.85711,43.83226,181.9666,9.915791,90.76432,41.5035,172.2989
2030,12,Cancer of oesophagus,40,"Managers in Transport, Mining and Energy Industries",150,156.4887,95.85355,81.12162,112.482,143.1013,104.8209,88.71075,123.005
16151,92,Ischaemic heart disease,43,"Fishmongers, Poultry Dressers",79,82.42283,95.84723,75.88309,119.4543,82.64404,95.59068,75.67999,119.1345
31580,177,Rheumatoid arthritis,88,Other coal miners,16,16.69455,95.83968,54.78076,155.6376,18.59999,86.02155,49.16884,139.6936
11614,67,Diabetes,31,Draughtspersons,38,39.65471,95.8272,67.81313,131.5304,36.44209,104.275,73.79132,143.1257
21512,121,Bronchopneumonia,172,Sewage plant attendants,29,30.27185,95.79856,64.15795,137.5826,23.65061,122.6184,82.11966,176.1003
10188,58,Acute myeloid leukaemia,53,Office Workers and Cashiers,152,158.6785,95.79115,81.16205,112.2904,139.2524,109.1543,92.48438,127.9552
21546,122,Unspecified pneumonia,8,Government administrators,14,14.61597,95.78565,52.3667,160.7119,17.04402,82.14026,44.90667,137.8173
15988,91,Hypertensive disease,61,Hospital Porters and Ward Orderlies,18,18.7931,95.77982,56.76498,151.3736,18.49428,97.32739,57.68216,153.8195
27691,155,Hepatitis,198,Other Labourers,11,11.48794,95.75259,47.79969,171.3275,8.245342,133.4087,66.5976,238.7045
16775,95,Cor pulmonale,132,Production fitters,25,26.10943,95.75085,61.96497,141.347,24.12736,103.6168,67.0554,152.9587
2006,12,Cancer of oesophagus,16,Dentists,7,7.310698,95.75009,38.49701,197.2821,6.980429,100.2804,40.31844,206.6162
18657,106,Aortic aneurysm,15,Doctors,56,58.48742,95.74709,72.32632,124.3356,52.08012,107.5266,81.22447,139.6324
7933,44,Cancer of the kidney (except pelvis),168,Roofers and Glaziers,9,9.399896,95.74574,43.78134,181.7552,10.42711,86.31349,39.46828,163.8499
28825,162,Urinary infections,47,Farmers,43,44.91169,95.74345,69.28999,128.9658,45.86677,93.74979,67.84716,126.2803
16406,93,Pulmonary embolism and phlebitis,124,Machine Tool Operatives (including CNC machine tool operati,194,202.6393,95.7366,82.73449,110.1993,190.6341,101.7656,87.94471,117.1391
18707,106,Aortic aneurysm,65,Forestry Workers,16,16.71569,95.71844,54.71147,155.4408,18.09768,88.4091,50.53354,143.5708
21449,121,Bronchopneumonia,97,Printers,114,119.109,95.71067,78.93849,114.9829,123.1677,92.55671,76.33723,111.1939
2256,13,Cancer of the stomach,85,Rubber Manufacturers,28,29.2563,95.70588,63.59587,138.3217,27.29605,102.5789,68.16296,148.2551
19089,108,Peripheral valve disease,85,Rubber Manufacturers,8,8.359403,95.70061,41.31635,188.5685,8.155225,98.09663,42.35077,193.2896
18511,105,Other cerebrovascular disease,50,Fire Service Personnel,89,93.00398,95.69483,76.8508,117.7608,95.99427,92.71387,74.45684,114.0924
4279,24,Cancer of the bronchus,124,Machine Tool Operatives (including CNC machine tool operati,2303,2406.791,95.68757,91.81905,99.67707,2215.366,103.9557,99.75294,108.29
25205,142,Duodenal ulcer,47,Farmers,99,103.4895,95.66191,77.74927,116.4649,101.7111,97.33452,79.10868,118.5012
3033,17,Cancer of the liver,148,"Scaffolders, Stagers, Steeplejacks, Riggers",8,8.364091,95.64697,41.29319,188.4628,9.188875,87.0618,37.58675,171.5466
2065,12,Cancer of oesophagus,75,Chemical workers,84,87.82624,95.6434,76.28893,118.413,92.98973,90.33256,72.0528,111.8378
24238,136,Pleurisy,183,Lorry drivers,6,6.273638,95.63828,35.09766,208.1647,5.347214,112.208,41.17846,244.23
4030,23,Cancer of the larynx,49,Police,10,10.45649,95.6344,45.86052,175.8755,12.52779,79.82255,38.2781,146.7968
21591,122,Unspecified pneumonia,53,Office Workers and Cashiers,250,261.4124,95.63433,84.144,108.2542,273.5028,91.40674,80.42435,103.4687
41223,999,Unspecified Group,147,Steel Erectors,152,158.9418,95.63248,81.02761,112.1043,158.9351,95.63651,81.03102,112.1091
24567,138,Pulmonary fibrosis,143,Electrical Engineers (not professional),7,7.319761,95.63155,38.44934,197.0379,7.584584,92.29247,37.10685,190.1581
18491,105,Other cerebrovascular disease,30,Other Professional Engineers,695,726.8497,95.61811,88.6407,102.9988,687.7134,101.0595,93.68506,108.8603
6974,39,Cancer of the prostate,102,Carpet fitters,23,24.05554,95.61207,60.60974,143.4651,25.00478,91.98243,58.30886,138.0188
17186,97,Endocarditis,190,Storekeepers & warehousemen/women,9,9.41304,95.61205,43.7202,181.5014,9.076702,99.15495,45.34026,188.2269
14684,84,Parkinson's disease,24,Literary and Artistic Occupations,28,29.28676,95.60635,63.52974,138.1778,23.58712,118.7088,78.88117,171.5673
18524,105,Other cerebrovascular disease,63,Railway Station Staff,213,222.7926,95.60463,83.19279,109.3437,197.1844,108.0207,93.99695,123.5441
22047,124,Chronic bronchitis and emphysema,163,Assemblers/Lineworkers (vehicles & other metal goods),245,256.2882,95.59551,83.99695,108.3464,221.146,110.7866,97.34487,125.5636
18515,105,Other cerebrovascular disease,54,"Postal Workers, Mail Sorters",540,564.9725,95.57986,87.68729,103.9921,564.686,95.62837,87.73178,104.0449
7929,44,Cancer of the kidney (except pelvis),163,Assemblers/Lineworkers (vehicles & other metal goods),22,23.01809,95.577,59.89767,144.7049,25.49275,86.29905,54.08323,130.6579
9956,57,Chronic lymphatic leukaemia,2,Accountants and Financial Managers,17,17.78688,95.57606,55.67643,153.0263,13.57034,125.2732,72.97607,200.5742
18606,105,Other cerebrovascular disease,161,Assemblers/Lineworkers (electrical/electronic goods),69,72.19537,95.57399,74.36224,120.955,72.2071,95.55846,74.35017,120.9353
15917,90,Chronic rheumatic heart disease,188,Fork Lift & Mechanical Truck Drivers,6,6.278077,95.57067,35.07284,208.0175,6.754924,88.8241,32.59696,193.3331
2170,12,Cancer of oesophagus,198,Other Labourers,518,542.0265,95.56728,87.5135,104.1628,672.4241,77.03472,70.54275,83.96341
2691,15,Cancer of the colon,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",51,53.37009,95.55914,71.06564,125.6426,56.24537,90.67413,67.43275,119.2198
764,5,Septicaemia,41,General and office managers,16,16.74459,95.55327,54.61705,155.1725,14.40041,111.1079,63.5079,180.4323
16129,92,Ischaemic heart disease,21,Other Health Professions,347,363.2142,95.53591,85.7465,106.1361,358.0484,96.91428,86.98363,107.6674
3075,17,Cancer of the liver,198,Other Labourers,155,162.3073,95.49786,81.04967,111.7739,200.7844,77.19724,65.51782,90.35427
16211,92,Ischaemic heart disease,108,Woodworking Machine Operatives,463,484.9266,95.47836,86.97828,104.5845,486.0469,95.25831,86.77781,104.3434
4224,24,Cancer of the bronchus,62,Ambulance Staff,115,120.4732,95.45694,78.7987,114.5867,110.9079,103.6896,85.59468,124.4692
28178,158,Cholelithiasis and cholecystitis,132,Production fitters,31,32.48261,95.43568,64.84393,135.4633,30.44093,101.8366,69.19302,144.5488
6993,39,Cancer of the prostate,123,Machine Tool Setter Operators,139,145.6593,95.42815,80.21649,112.6792,161.7935,85.91198,72.21724,101.4427
7749,43,Urothelial cancer,164,"Packers, Sorters and Testers",118,123.6574,95.42495,78.97549,114.2815,129.9801,90.78315,75.13385,108.7224
4174,24,Cancer of the bronchus,12,"Vocational Trainers, Social Scientists etc.",180,188.6381,95.4208,81.98545,110.4264,229.0918,78.57113,67.50823,90.92696
18500,105,Other cerebrovascular disease,39,Managers in Construction,196,205.4148,95.41667,82.52193,109.7521,213.0876,91.98096,79.55054,105.8002
15919,90,Chronic rheumatic heart disease,190,Storekeepers & warehousemen/women,35,36.6822,95.41412,66.45948,132.6979,36.2528,96.54427,67.24667,134.2696
9061,52,Non-Hodgkin's lymphoma,12,"Vocational Trainers, Social Scientists etc.",23,24.10577,95.41285,60.48345,143.1662,17.78414,129.3287,81.98315,194.0566
17548,99,Mitral valve disease,190,Storekeepers & warehousemen/women,9,9.432928,95.41046,43.62803,181.1187,11.27333,79.83441,36.50562,151.5506
21568,122,Unspecified pneumonia,30,Other Professional Engineers,64,67.08067,95.40752,73.47542,121.8333,68.63467,93.24733,71.81181,119.0748
18821,106,Aortic aneurysm,197,Other Transport and Machine Operatives,155,162.4679,95.40343,80.96954,111.6634,176.8503,87.64474,74.38468,102.5824
5114,29,Cancer of soft tissue,47,Farmers,28,29.35019,95.39973,63.39244,137.8792,27.32913,102.4548,68.08047,148.0757
7000,39,Cancer of the prostate,130,Precision Instrument Makers & Repairers,62,65.00013,95.38443,73.13063,122.2785,67.53178,91.80862,70.38908,117.6945
7024,39,Cancer of the prostate,163,Assemblers/Lineworkers (vehicles & other metal goods),96,100.6521,95.378,77.25648,116.4728,118.0799,81.30091,65.85399,99.2823
18595,105,Other cerebrovascular disease,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",489,512.7852,95.36156,87.09553,104.2005,523.688,93.37621,85.28226,102.0311
9963,57,Chronic lymphatic leukaemia,9,Other Administrators,79,82.84654,95.35703,75.495,118.8433,67.52846,116.9877,92.62021,145.8016
7034,39,Cancer of the prostate,174,Other Construction Workers,308,322.9973,95.35684,85.00258,106.6236,420.2131,73.29615,65.33733,81.95638
24673,139,Fibrosing alveolitis,58,Security Workers,34,35.65722,95.35235,66.03431,133.2454,38.46674,88.38805,61.21133,123.5135
1991,12,Cancer of oesophagus,1,Lawyers,29,30.41375,95.3516,63.85861,136.9407,28.69253,101.0716,67.68938,145.1555
24788,139,Fibrosing alveolitis,190,Storekeepers & warehousemen/women,51,53.48805,95.3484,70.90892,125.3656,59.21521,86.12652,64.05077,113.2405
25338,142,Duodenal ulcer,198,Other Labourers,187,196.1246,95.34753,82.16689,110.0378,160.9809,116.1628,100.1047,134.0602
2703,15,Cancer of the colon,187,Crane Drivers,66,69.22648,95.33924,73.73537,121.2949,72.98391,90.43089,69.93925,115.0503
7935,44,Cancer of the kidney (except pelvis),170,Rail Construction & Maintenance Workers,6,6.295325,95.30882,34.97675,207.4476,6.958107,86.23035,31.6451,187.6875
7641,43,Urothelial cancer,40,"Managers in Transport, Mining and Energy Industries",127,133.2523,95.30791,79.44505,113.4025,117.9125,107.707,89.78047,128.1556
28770,161,Renal failure,190,Storekeepers & warehousemen/women,59,61.91274,95.29542,72.54324,127.7697,62.66393,94.15305,71.67361,126.238
21400,121,Bronchopneumonia,43,"Fishmongers, Poultry Dressers",7,7.346795,95.27964,38.30786,196.3128,7.581948,92.32456,37.11975,190.2242
7044,39,Cancer of the prostate,184,Other motor drivers,131,137.4961,95.27542,79.65124,113.0616,142.9558,91.63674,76.60927,108.7436
16208,92,Ischaemic heart disease,105,Cabinet Makers,344,361.0824,95.2691,85.46569,105.8881,361.9102,95.0512,85.27021,105.6459
3373,19,Cancer of the pancreas,123,Machine Tool Setter Operators,57,59.83349,95.26438,72.15224,123.426,64.98489,87.7127,66.43268,113.642
5308,30,Melanoma of skin,60,Other Service Personnel,27,28.34291,95.26191,62.77831,138.6011,44.8404,60.21355,39.68118,87.6076
18499,105,Other cerebrovascular disease,38,Production and maintenance managers,819,859.8124,95.25333,88.84084,102.0065,893.5753,91.65427,85.48407,98.15227
18709,106,Aortic aneurysm,67,Tannery Production Operatives,7,7.348868,95.25277,38.29705,196.2574,7.21609,97.00544,39.00173,199.8686
9127,52,Non-Hodgkin's lymphoma,78,"Other Food, Drink & Tobacco Process Operatives nes",23,24.15047,95.23626,60.37151,142.9012,27.88406,82.4844,52.28793,123.7671
25204,142,Duodenal ulcer,46,Caterers,13,13.65208,95.22356,50.70288,162.8352,13.94456,93.22633,49.63944,159.4199
2557,15,Cancer of the colon,24,Literary and Artistic Occupations,148,155.4244,95.22311,80.49358,111.8625,132.1602,111.9853,94.66291,131.5537
21906,124,Chronic bronchitis and emphysema,6,Sales Managers etc.,312,327.6517,95.22305,84.94794,106.3976,460.9381,67.68805,60.38412,75.63136
18773,106,Aortic aneurysm,141,"Radio, TV & Video Engineers",25,26.26164,95.19588,61.60582,140.5278,25.7748,96.99396,62.76945,143.1821
28639,161,Renal failure,42,Butchers,13,13.65694,95.1897,50.68485,162.7773,13.82712,94.01817,50.06106,160.774
10203,58,Acute myeloid leukaemia,68,Leather & shoe workers,6,6.303438,95.18615,34.93173,207.1806,6.62149,90.61405,33.25385,197.229
10858,61,Other leukaemia,198,Other Labourers,17,17.86021,95.18367,55.44785,152.398,20.97926,81.03242,47.20424,129.7405
7767,43,Urothelial cancer,183,Lorry drivers,383,402.3861,95.18221,85.8868,105.2089,397.0111,96.47086,87.0496,106.6333
6879,39,Cancer of the prostate,2,Accountants and Financial Managers,259,272.1125,95.18121,83.93957,107.5076,199.126,130.0684,114.7063,146.9128
16093,91,Hypertensive disease,183,Lorry drivers,147,154.4488,95.17715,80.4068,111.8695,159.9515,91.90288,77.64066,108.021
5577,31,Other cancer of skin,164,"Packers, Sorters and Testers",6,6.304088,95.17633,34.92813,207.1592,6.376496,94.09557,34.53151,204.8068
19129,108,Peripheral valve disease,133,"Motor Mechanics, Auto Engineers (including road patrol engi",42,44.13228,95.16844,68.58903,128.6401,43.05581,97.54782,70.30388,131.8563
18610,105,Other cerebrovascular disease,165,"Bricklayers, Masons",413,434.0176,95.15744,86.19992,104.7926,442.9236,93.24407,84.46667,102.6855
