Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
B,M,65-90,BRICKMASONS & STONEMASONS,MN MESOTHELIOMA (no codes before 1999),362,<5,,9,2016
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564",[0]C45,,,,,
W,F,65-90,BRICKMASONS & STONEMASONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564",[0]C45,,,,,
W,M,65-90,BRICKMASONS & STONEMASONS,MN MESOTHELIOMA (no codes before 1999),155,8,,67,305
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564",[0]C45,,,,,
B,F,65-90,BOILERMAKERS & OPER. ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844",[0]C45,,,,,
B,M,65-90,BOILERMAKERS & OPER. ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844",[0]C45,,,,,
W,F,65-90,BOILERMAKERS & OPER. ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844",[0]C45,,,,,
W,M,65-90,BOILERMAKERS & OPER. ENGINEERS,MN MESOTHELIOMA (no codes before 1999),74,8,,32,147
,,,"[0]621, 632, [8]643, 844, [9]643, 844",[0]C45,,,,,
B,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]565, [9]565",[0]C45,,,,,
B,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]565, [9]565",[0]C45,,,,,
W,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]565, [9]565",[0]C45,,,,,
W,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN MESOTHELIOMA (no codes before 1999),128,<5,,3,713
,,,"[0]624, [8]565, [9]565",[0]C45,,,,,
B,F,65-90,CARPET INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]566, [9]566",[0]C45,,,,,
B,M,65-90,CARPET INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]566, [9]566",[0]C45,,,,,
W,F,65-90,CARPET INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]624, [8]566, [9]566",[0]C45,,,,,
W,M,65-90,CARPET INSTALLERS,MN MESOTHELIOMA (no codes before 1999),123,<5,,3,688
,,,"[0]624, [8]566, [9]566",[0]C45,,,,,
B,F,65-90,CARPENTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569",[0]C45,,,,,
B,M,65-90,CARPENTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569",[0]C45,,,,,
W,F,65-90,CARPENTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569",[0]C45,,,,,
W,M,65-90,CARPENTERS,MN MESOTHELIOMA (no codes before 1999),164,36,p<0.01,115,226
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569",[0]C45,,,,,
B,F,65-90,DRYWALL INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]633, [8]573, [9]573",[0]C45,,,,,
B,M,65-90,DRYWALL INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]633, [8]573, [9]573",[0]C45,,,,,
W,F,65-90,DRYWALL INSTALLERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]633, [8]573, [9]573",[0]C45,,,,,
W,M,65-90,DRYWALL INSTALLERS,MN MESOTHELIOMA (no codes before 1999),144,<5,,4,804
,,,"[0]633, [8]573, [9]573",[0]C45,,,,,
B,F,65-90,ELECTRICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577",[0]C45,,,,,
B,M,65-90,ELECTRICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577",[0]C45,,,,,
W,F,65-90,ELECTRICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577",[0]C45,,,,,
W,M,65-90,ELECTRICIANS,MN MESOTHELIOMA (no codes before 1999),257,42,p<0.01,185,347
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577",[0]C45,,,,,
B,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584",[0]C45,,,,,
B,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN MESOTHELIOMA (no codes before 1999),1043,<5,p<0.05,126,3769
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584",[0]C45,,,,,
W,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584",[0]C45,,,,,
W,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN MESOTHELIOMA (no codes before 1999),174,13,,92,297
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584",[0]C45,,,,,
B,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579",[0]C45,,,,,
B,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579",[0]C45,,,,,
W,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579",[0]C45,,,,,
W,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN MESOTHELIOMA (no codes before 1999),188,13,p<0.05,100,322
,,,"[0]642, [8]556, 579, [9]556, 579",[0]C45,,,,,
B,F,65-90,PAPERHANGERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]643, [8]583, [9]583",[0]C45,,,,,
B,M,65-90,PAPERHANGERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]643, [8]583, [9]583",[0]C45,,,,,
W,F,65-90,PAPERHANGERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]643, [8]583, [9]583",[0]C45,,,,,
W,M,65-90,PAPERHANGERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]643, [8]583, [9]583",[0]C45,,,,,
B,F,65-90,PLASTERERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]646, [8]584, [9]584",[0]C45,,,,,
B,M,65-90,PLASTERERS,MN MESOTHELIOMA (no codes before 1999),9102,<5,p<0.01,1101,32880
,,,"[0]646, [8]584, [9]584",[0]C45,,,,,
W,F,65-90,PLASTERERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]646, [8]584, [9]584",[0]C45,,,,,
W,M,65-90,PLASTERERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]646, [8]584, [9]584",[0]C45,,,,,
B,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587",[0]C45,,,,,
B,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN MESOTHELIOMA (no codes before 1999),621,<5,,16,3462
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587",[0]C45,,,,,
W,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN MESOTHELIOMA (no codes before 1999),6066,<5,p<0.05,152,33798
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587",[0]C45,,,,,
W,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN MESOTHELIOMA (no codes before 1999),515,55,p<0.01,388,670
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587",[0]C45,,,,,
B,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]625, [8]588, [9]588",[0]C45,,,,,
B,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]625, [8]588, [9]588",[0]C45,,,,,
W,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]625, [8]588, [9]588",[0]C45,,,,,
W,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]625, [8]588, [9]588",[0]C45,,,,,
B,F,65-90,GLAZIERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]636, [8]589, [9]589",[0]C45,,,,,
B,M,65-90,GLAZIERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]636, [8]589, [9]589",[0]C45,,,,,
W,F,65-90,GLAZIERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]636, [8]589, [9]589",[0]C45,,,,,
W,M,65-90,GLAZIERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]636, [8]589, [9]589",[0]C45,,,,,
B,F,65-90,INSULATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]640, [8]593, [9]593",[0]C45,,,,,
B,M,65-90,INSULATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]640, [8]593, [9]593",[0]C45,,,,,
W,F,65-90,INSULATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]640, [8]593, [9]593",[0]C45,,,,,
W,M,65-90,INSULATION WORKERS,MN MESOTHELIOMA (no codes before 1999),2940,14,p<0.01,1607,4933
,,,"[0]640, [8]593, [9]593",[0]C45,,,,,
B,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, [8]594, [9]594",[0]C45,,,,,
B,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, [8]594, [9]594",[0]C45,,,,,
W,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, [8]594, [9]594",[0]C45,,,,,
W,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, [8]594, [9]594",[0]C45,,,,,
B,F,65-90,REINFORCING IRON & REBAR WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]650,[0]C45,,,,,
B,M,65-90,REINFORCING IRON & REBAR WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]650,[0]C45,,,,,
W,F,65-90,REINFORCING IRON & REBAR WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]650,[0]C45,,,,,
W,M,65-90,REINFORCING IRON & REBAR WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]650,[0]C45,,,,,
B,F,65-90,ROOFERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]651, [8]595, [9]595",[0]C45,,,,,
B,M,65-90,ROOFERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]651, [8]595, [9]595",[0]C45,,,,,
W,F,65-90,ROOFERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]651, [8]595, [9]595",[0]C45,,,,,
W,M,65-90,ROOFERS,MN MESOTHELIOMA (no codes before 1999),267,<5,,73,684
,,,"[0]651, [8]595, [9]595",[0]C45,,,,,
B,F,65-90,SHEETMETAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]652, [8]596, [9]596",[0]C45,,,,,
B,M,65-90,SHEETMETAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]652, [8]596, [9]596",[0]C45,,,,,
W,F,65-90,SHEETMETAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]652, [8]596, [9]596",[0]C45,,,,,
W,M,65-90,SHEETMETAL WORKERS,MN MESOTHELIOMA (no codes before 1999),234,<5,,28,847
,,,"[0]652, [8]596, [9]596",[0]C45,,,,,
B,F,65-90,CONSTRUCTION LABORERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]626, [8]869, [9]869",[0]C45,,,,,
B,M,65-90,CONSTRUCTION LABORERS,MN MESOTHELIOMA (no codes before 1999),147,<5,,18,533
,,,"[0]626, [8]869, [9]869",[0]C45,,,,,
W,F,65-90,CONSTRUCTION LABORERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]626, [8]869, [9]869",[0]C45,,,,,
W,M,65-90,CONSTRUCTION LABORERS,MN MESOTHELIOMA (no codes before 1999),39,6,p<0.05,14,85
,,,"[0]626, [8]869, [9]869",[0]C45,,,,,
B,F,65-90,PILE-DRIVER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]631,[0]C45,,,,,
B,M,65-90,PILE-DRIVER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]631,[0]C45,,,,,
W,F,65-90,PILE-DRIVER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]631,[0]C45,,,,,
W,M,65-90,PILE-DRIVER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]631,[0]C45,,,,,
B,F,65-90,STRUCTURAL IRON & STEEL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]653, [8]597, [9]597",[0]C45,,,,,
B,M,65-90,STRUCTURAL IRON & STEEL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]653, [8]597, [9]597",[0]C45,,,,,
W,F,65-90,STRUCTURAL IRON & STEEL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]653, [8]597, [9]597",[0]C45,,,,,
W,M,65-90,STRUCTURAL IRON & STEEL WORKERS,MN MESOTHELIOMA (no codes before 1999),295,7,p<0.05,118,607
,,,"[0]653, [8]597, [9]597",[0]C45,,,,,
B,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]670, [8]543, [9]543",[0]C45,,,,,
B,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]670, [8]543, [9]543",[0]C45,,,,,
W,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]670, [8]543, [9]543",[0]C45,,,,,
W,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]670, [8]543, [9]543",[0]C45,,,,,
B,F,65-90,"DRILLERS, EARTH",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]682, [8]598, [9]598",[0]C45,,,,,
B,M,65-90,"DRILLERS, EARTH",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]682, [8]598, [9]598",[0]C45,,,,,
W,F,65-90,"DRILLERS, EARTH",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]682, [8]598, [9]598",[0]C45,,,,,
W,M,65-90,"DRILLERS, EARTH",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]682, [8]598, [9]598",[0]C45,,,,,
B,F,65-90,"HELPERS, CONSTRUCTION TRADES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868",[0]C45,,,,,
B,M,65-90,"HELPERS, CONSTRUCTION TRADES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868",[0]C45,,,,,
W,F,65-90,"HELPERS, CONSTRUCTION TRADES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868",[0]C45,,,,,
W,M,65-90,"HELPERS, CONSTRUCTION TRADES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868",[0]C45,,,,,
B,F,65-90,"CONSTRUCTION TRADES, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599",[0]C45,,,,,
B,M,65-90,"CONSTRUCTION TRADES, NEC",MN MESOTHELIOMA (no codes before 1999),1122,<5,,28,6253
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599",[0]C45,,,,,
W,F,65-90,"CONSTRUCTION TRADES, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599",[0]C45,,,,,
W,M,65-90,"CONSTRUCTION TRADES, NEC",MN MESOTHELIOMA (no codes before 1999),256,11,p<0.01,128,458
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599",[0]C45,,,,,
B,F,65-90,EXTRACTIVE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868",[0]C45,,,,,
B,M,65-90,EXTRACTIVE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868",[0]C45,,,,,
W,F,65-90,EXTRACTIVE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868",[0]C45,,,,,
W,M,65-90,EXTRACTIVE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),30,5,p<0.01,10,70
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868",[0]C45,,,,,
B,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680, 692, [8]614, [9]614",[0]C45,,,,,
B,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680, 692, [8]614, [9]614",[0]C45,,,,,
W,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680, 692, [8]614, [9]614",[0]C45,,,,,
W,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]680, 692, [8]614, [9]614",[0]C45,,,,,
B,F,65-90,EXPLOSIVES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]683, [8]615, [9]615",[0]C45,,,,,
B,M,65-90,EXPLOSIVES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]683, [8]615, [9]615",[0]C45,,,,,
W,F,65-90,EXPLOSIVES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]683, [8]615, [9]615",[0]C45,,,,,
W,M,65-90,EXPLOSIVES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]683, [8]615, [9]615",[0]C45,,,,,
B,F,65-90,MINING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]684, [8]616, [9]616",[0]C45,,,,,
B,M,65-90,MINING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]684, [8]616, [9]616",[0]C45,,,,,
W,F,65-90,MINING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]684, [8]616, [9]616",[0]C45,,,,,
W,M,65-90,MINING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),22,<5,p<0.01,5,64
,,,"[0]684, [8]616, [9]616",[0]C45,,,,,
B,F,65-90,"ROOF BOLTERS, MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]691,[0]C45,,,,,
B,M,65-90,"ROOF BOLTERS, MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]691,[0]C45,,,,,
W,F,65-90,"ROOF BOLTERS, MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]691,[0]C45,,,,,
W,M,65-90,"ROOF BOLTERS, MINING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]691,[0]C45,,,,,
B,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617",[0]C45,,,,,
B,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617",[0]C45,,,,,
W,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617",[0]C45,,,,,
W,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN MESOTHELIOMA (no codes before 1999),97,<5,,2,540
,,,"[0]691, 693-694, [8]617, [9]617",[0]C45,,,,,
B,F,65-90,PRECISION PRODUCTION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]770-896, [8]633-699, [9]628-699",[0]C45,,,,,
B,M,65-90,PRECISION PRODUCTION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),59,<5,,1,330
,,,"[0]770-896, [8]633-699, [9]628-699",[0]C45,,,,,
W,F,65-90,PRECISION PRODUCTION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),97,6,,36,212
,,,"[0]770-896, [8]633-699, [9]628-699",[0]C45,,,,,
W,M,65-90,PRECISION PRODUCTION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),132,118,p<0.01,109,158
,,,"[0]770-896, [8]633-699, [9]628-699",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]770, [8]633, [9]628",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),265,<5,,7,1475
,,,"[0]770, [8]633, [9]628",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),93,<5,,2,521
,,,"[0]770, [8]633, [9]628",[0]C45,,,,,
W,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),151,35,p<0.05,105,210
,,,"[0]770, [8]633, [9]628",[0]C45,,,,,
B,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659",[0]C45,,,,,
B,M,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659",[0]C45,,,,,
W,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),173,<5,,4,964
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659",[0]C45,,,,,
W,M,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),122,42,,88,164
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659",[0]C45,,,,,
B,F,65-90,AIRCRAFT & STRUCTURAL METAL FABRICATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]634-655, [9]636",[0]C45,,,,,
B,M,65-90,AIRCRAFT & STRUCTURAL METAL FABRICATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]634-655, [9]636",[0]C45,,,,,
W,F,65-90,AIRCRAFT & STRUCTURAL METAL FABRICATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]634-655, [9]636",[0]C45,,,,,
W,M,65-90,AIRCRAFT & STRUCTURAL METAL FABRICATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]634-655, [9]636",[0]C45,,,,,
B,F,65-90,TOOL & DIE MAKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]813, [8]634, 635, [9]634, 635",[0]C45,,,,,
B,M,65-90,TOOL & DIE MAKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]813, [8]634, 635, [9]634, 635",[0]C45,,,,,
W,F,65-90,TOOL & DIE MAKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]813, [8]634, 635, [9]634, 635",[0]C45,,,,,
W,M,65-90,TOOL & DIE MAKERS,MN MESOTHELIOMA (no codes before 1999),61,<5,,17,157
,,,"[0]813, [8]634, 635, [9]634, 635",[0]C45,,,,,
B,F,65-90,"PRECISION ASSEMBLERS, METAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]636, [9]636",[0]C45,,,,,
B,M,65-90,"PRECISION ASSEMBLERS, METAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]636, [9]636",[0]C45,,,,,
W,F,65-90,"PRECISION ASSEMBLERS, METAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]636, [9]636",[0]C45,,,,,
W,M,65-90,"PRECISION ASSEMBLERS, METAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]771, 774, [8]636, [9]636",[0]C45,,,,,
B,F,65-90,MACHINISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]803, [8]637, 639, [9]637, 639",[0]C45,,,,,
